fish_id,group,batch,clutch_id,plate_id,well_id,tbi_dpf,dpf,days_post_tbi,hours_post_tbi,n_weight_drops,nominal_peak_pressure_kpa,measured_peak_pressure_kpa,cumulative_pressure_burden_kpa_hits,channel,electrode_target,electrode_impedance_mohm,rms_noise_mv,electrode_shift_pct,qc_pass,sampling_rate_hz,recording_duration_min,artifact_fraction,recording_start_utc,lfp_variance_uv2,lfp_kurtosis,lfp_seizure_event_rate_per_h,lfp_fourth_power_mean_uv4
LZTBI-0085,tbi_low,2,CL03,P02,A05,3,6,3,72,1,112,114.0,114.0,5,forebrain,3.03,0.0144,21.8,True,3000,30,0.0386,2026-07-17 14:00:00,1183.4428,6.8129,2,8096163.0307
LZTBI-0086,tbi_moderate,2,CL03,P02,A06,3,4,1,24,1,214,214.9,214.9,6,forebrain,3.09,0.0184,0.4,True,3000,30,0.0176,2026-07-15 14:00:00,1070.7127,6.6425,0,5227412.2298
LZTBI-0086,tbi_moderate,2,CL03,P02,A06,3,5,2,48,1,214,214.9,214.9,6,forebrain,3.08,0.0127,22.4,True,3000,30,0.0261,2026-07-16 14:00:00,508.325,6.0456,0,1360479.0056
LZTBI-0086,tbi_moderate,2,CL03,P02,A06,3,6,3,72,1,214,214.9,214.9,6,forebrain,3.03,0.0175,17.3,True,3000,30,0.0371,2026-07-17 14:00:00,1087.1114,7.0552,0,6330139.62
LZTBI-0087,tbi_low,2,CL03,P02,A07,3,4,1,24,1,112,114.0,114.0,7,forebrain,3.19,0.0145,7.0,True,3000,30,0.0425,2026-07-15 14:00:00,369.4118,3.566,0,506874.7352
LZTBI-0087,tbi_low,2,CL03,P02,A07,3,5,2,48,1,112,114.0,114.0,7,forebrain,3.2,0.0176,4.7,True,3000,30,0.037,2026-07-16 14:00:00,586.6693,3.5657,0,1130364.4229
LZTBI-0087,tbi_low,2,CL03,P02,A07,3,6,3,72,1,112,114.0,114.0,7,forebrain,3.18,0.0137,12.0,True,3000,30,0.0143,2026-07-17 14:00:00,429.232,5.1236,0,866859.8989
LZTBI-0088,tbi_high,2,CL03,P02,A08,3,4,1,24,1,318,313.9,313.9,8,forebrain,2.98,0.0144,8.6,True,3000,30,0.0153,2026-07-15 14:00:00,704.4948,5.9263,0,2549360.5805
LZTBI-0088,tbi_high,2,CL03,P02,A08,3,5,2,48,1,318,313.9,313.9,8,forebrain,3.03,0.0179,11.8,True,3000,30,0.0265,2026-07-16 14:00:00,1429.8091,7.3609,0,13396637.8737
LZTBI-0088,tbi_high,2,CL03,P02,A08,3,6,3,72,1,318,313.9,313.9,8,forebrain,3.07,0.0158,3.2,True,3000,30,0.037,2026-07-17 14:00:00,1190.9051,8.7064,0,9636487.7817
LZTBI-0089,tbi_moderate,2,CL03,P02,A09,3,4,1,24,1,214,214.9,214.9,9,forebrain,2.97,0.0085,6.8,True,3000,30,0.0246,2026-07-15 14:00:00,261.4379,4.7169,0,260231.0131
LZTBI-0089,tbi_moderate,2,CL03,P02,A09,3,5,2,48,1,214,214.9,214.9,9,forebrain,2.94,0.0211,6.6,True,3000,30,0.0167,2026-07-16 14:00:00,1095.7131,5.4098,0,5977980.0974
LZTBI-0089,tbi_moderate,2,CL03,P02,A09,3,6,3,72,1,214,214.9,214.9,9,forebrain,3.13,0.0085,3.1,True,3000,30,0.011,2026-07-17 14:00:00,911.9224,6.5854,2,5926352.8214
LZTBI-0090,tbi_low,2,CL03,P02,A10,3,4,1,24,1,112,114.0,114.0,10,forebrain,2.76,0.0191,20.7,True,3000,30,0.0117,2026-07-15 14:00:00,726.0109,4.5122,0,1802344.4804
LZTBI-0090,tbi_low,2,CL03,P02,A10,3,5,2,48,1,112,114.0,114.0,10,forebrain,2.76,0.0156,0.7,True,3000,30,0.0346,2026-07-16 14:00:00,581.8644,4.3353,0,1525491.94
LZTBI-0090,tbi_low,2,CL03,P02,A10,3,6,3,72,1,112,114.0,114.0,10,forebrain,2.77,0.0206,6.4,True,3000,30,0.0294,2026-07-17 14:00:00,1612.6571,6.2415,2,16672162.8976
LZTBI-0091,tbi_high,2,CL03,P02,B01,3,4,1,24,1,318,313.9,313.9,11,forebrain,3.0,0.016,5.3,True,3000,30,0.0215,2026-07-15 14:00:00,3306.7876,9.8464,8,97609129.1351
LZTBI-0091,tbi_high,2,CL03,P02,B01,3,5,2,48,1,318,313.9,313.9,11,forebrain,2.98,0.021,9.9,True,3000,30,0.0305,2026-07-16 14:00:00,2446.5138,8.7967,2,52868533.4236
LZTBI-0091,tbi_high,2,CL03,P02,B01,3,6,3,72,1,318,313.9,313.9,11,forebrain,3.07,0.0166,11.3,True,3000,30,0.028,2026-07-17 14:00:00,1358.1384,7.9771,0,13293682.195
LZTBI-0092,sham,2,CL03,P02,B02,3,4,1,24,0,0,0.0,0.0,12,forebrain,3.22,0.0173,1.4,True,3000,30,0.0145,2026-07-15 14:00:00,510.5242,4.372,0,946165.0152
LZTBI-0092,sham,2,CL03,P02,B02,3,5,2,48,0,0,0.0,0.0,12,forebrain,3.21,0.0156,24.4,True,3000,30,0.0304,2026-07-16 14:00:00,429.5582,3.615,0,699913.7267
LZTBI-0092,sham,2,CL03,P02,B02,3,6,3,72,0,0,0.0,0.0,12,forebrain,3.17,0.0167,13.4,True,3000,30,0.035,2026-07-17 14:00:00,402.1658,3.9848,0,720261.241
LZTBI-0093,tbi_high,2,CL03,P02,B03,3,4,1,24,1,318,313.9,313.9,13,forebrain,2.97,0.0204,9.3,True,3000,30,0.031,2026-07-15 14:00:00,1748.3574,6.066,2,15317009.093
LZTBI-0093,tbi_high,2,CL03,P02,B03,3,5,2,48,1,318,313.9,313.9,13,forebrain,3.1,0.0093,4.6,True,3000,30,0.0342,2026-07-16 14:00:00,841.5525,7.4096,2,4541251.6699
LZTBI-0093,tbi_high,2,CL03,P02,B03,3,6,3,72,1,318,313.9,313.9,13,forebrain,3.2,0.0206,10.9,True,3000,30,0.0386,2026-07-17 14:00:00,2103.9312,8.7362,2,36552910.6796
LZTBI-0094,tbi_high,2,CL03,P02,B04,3,4,1,24,1,318,313.9,313.9,14,forebrain,2.86,0.0155,12.5,True,3000,30,0.031,2026-07-15 14:00:00,820.399,6.4875,0,3649711.0881
LZTBI-0094,tbi_high,2,CL03,P02,B04,3,5,2,48,1,318,313.9,313.9,14,forebrain,2.86,0.018,8.5,True,3000,30,0.0239,2026-07-16 14:00:00,2627.475,9.1153,4,62298788.1121
LZTBI-0094,tbi_high,2,CL03,P02,B04,3,6,3,72,1,318,313.9,313.9,14,forebrain,2.88,0.0142,8.0,True,3000,30,0.0167,2026-07-17 14:00:00,1598.4364,9.1319,2,20274244.8773
LZTBI-0095,tbi_moderate,2,CL03,P02,B05,3,4,1,24,1,214,214.9,214.9,15,forebrain,2.91,0.0217,25.5,True,3000,30,0.0123,2026-07-15 14:00:00,1518.8274,6.1528,0,12908153.4155
LZTBI-0095,tbi_moderate,2,CL03,P02,B05,3,5,2,48,1,214,214.9,214.9,15,forebrain,2.93,0.0085,8.1,True,3000,30,0.019,2026-07-16 14:00:00,765.4146,7.2655,2,3055520.7578
LZTBI-0095,tbi_moderate,2,CL03,P02,B05,3,6,3,72,1,214,214.9,214.9,15,forebrain,2.92,0.0214,7.0,True,3000,30,0.0252,2026-07-17 14:00:00,2417.4961,7.6677,4,47034794.3259
LZTBI-0096,tbi_low,2,CL03,P02,B06,3,4,1,24,1,112,114.0,114.0,16,forebrain,3.06,0.0136,1.6,True,3000,30,0.0103,2026-07-15 14:00:00,326.5751,3.0942,0,279591.2795
LZTBI-0096,tbi_low,2,CL03,P02,B06,3,5,2,48,1,112,114.0,114.0,16,forebrain,3.12,0.0184,13.1,True,3000,30,0.0322,2026-07-16 14:00:00,438.5048,4.1627,0,678788.5244
LZTBI-0096,tbi_low,2,CL03,P02,B06,3,6,3,72,1,112,114.0,114.0,16,forebrain,2.96,0.0147,15.7,True,3000,30,0.0281,2026-07-17 14:00:00,720.1028,3.6389,2,1910628.5306
LZTBI-0097,tbi_moderate,2,CL03,P02,B07,3,4,1,24,1,214,214.9,214.9,1,forebrain,2.91,0.0244,6.1,True,3000,30,0.0309,2026-07-15 14:35:00,1230.397,4.7548,0,7324692.9313
LZTBI-0097,tbi_moderate,2,CL03,P02,B07,3,5,2,48,1,214,214.9,214.9,1,forebrain,2.81,0.0135,7.4,True,3000,30,0.0396,2026-07-16 14:35:00,533.5507,4.9376,0,1347474.4376
LZTBI-0097,tbi_moderate,2,CL03,P02,B07,3,6,3,72,1,214,214.9,214.9,1,forebrain,2.74,0.0249,14.8,True,3000,30,0.0193,2026-07-17 14:35:00,1593.4691,6.3597,0,14777074.1414
LZTBI-0098,sham,2,CL03,P02,B08,3,4,1,24,0,0,0.0,0.0,2,forebrain,3.16,0.017,9.3,True,3000,30,0.0171,2026-07-15 14:35:00,559.3745,2.2382,0,657178.2444
LZTBI-0098,sham,2,CL03,P02,B08,3,5,2,48,0,0,0.0,0.0,2,forebrain,3.17,0.0175,11.2,True,3000,30,0.0076,2026-07-16 14:35:00,522.4072,3.7768,0,953364.1034
LZTBI-0098,sham,2,CL03,P02,B08,3,6,3,72,0,0,0.0,0.0,2,forebrain,3.16,0.0168,16.3,True,3000,30,0.0284,2026-07-17 14:35:00,426.4608,2.9136,0,491428.0057
LZTBI-0099,tbi_low,2,CL03,P02,B09,3,4,1,24,1,112,114.0,114.0,3,forebrain,2.99,0.016,18.3,True,3000,30,0.0216,2026-07-15 14:35:00,454.4665,4.7025,0,781129.7864
LZTBI-0099,tbi_low,2,CL03,P02,B09,3,5,2,48,1,112,114.0,114.0,3,forebrain,2.96,0.0201,12.2,True,3000,30,0.0307,2026-07-16 14:35:00,950.1927,4.7704,0,3545259.5492
LZTBI-0099,tbi_low,2,CL03,P02,B09,3,6,3,72,1,112,114.0,114.0,3,forebrain,3.08,0.0166,11.8,True,3000,30,0.029,2026-07-17 14:35:00,587.894,4.0896,0,1322719.57
LZTBI-0100,tbi_moderate,2,CL03,P02,B10,3,4,1,24,1,214,214.9,214.9,4,forebrain,3.01,0.0254,1.6,True,3000,30,0.0167,2026-07-15 14:35:00,1270.8931,3.6437,0,4332576.9426
LZTBI-0101,tbi_high,2,CL03,P02,C01,3,4,1,24,1,318,313.9,313.9,5,forebrain,3.23,0.0136,0.4,True,3000,30,0.0101,2026-07-15 14:35:00,1861.5369,8.5822,4,28983335.714
LZTBI-0101,tbi_high,2,CL03,P02,C01,3,5,2,48,1,318,313.9,313.9,5,forebrain,3.21,0.0242,12.8,True,3000,30,0.0175,2026-07-16 14:35:00,1850.5977,7.0563,0,20720238.0325
LZTBI-0101,tbi_high,2,CL03,P02,C01,3,6,3,72,1,318,313.9,313.9,5,forebrain,3.18,0.0142,14.8,True,3000,30,0.0257,2026-07-17 14:35:00,1677.5972,8.4026,2,23355005.2687
LZTBI-0102,tbi_low,2,CL03,P02,C02,3,4,1,24,1,112,114.0,114.0,6,forebrain,3.02,0.0185,8.6,True,3000,30,0.0335,2026-07-15 14:35:00,740.4179,4.2504,0,2385524.5201
LZTBI-0102,tbi_low,2,CL03,P02,C02,3,5,2,48,1,112,114.0,114.0,6,forebrain,3.06,0.0129,15.5,True,3000,30,0.0274,2026-07-16 14:35:00,367.2005,4.5575,0,496491.7211
LZTBI-0102,tbi_low,2,CL03,P02,C02,3,6,3,72,1,112,114.0,114.0,6,forebrain,3.11,0.0188,2.2,True,3000,30,0.0214,2026-07-17 14:35:00,691.0081,4.9283,0,2482612.2602
LZTBI-0103,sham,2,CL03,P02,C03,3,4,1,24,0,0,0.0,0.0,7,forebrain,2.74,0.026,5.3,True,3000,30,0.0175,2026-07-15 14:35:00,990.5967,3.8649,0,3029253.9653
LZTBI-0103,sham,2,CL03,P02,C03,3,5,2,48,0,0,0.0,0.0,7,forebrain,2.76,0.0127,4.1,True,3000,30,0.0365,2026-07-16 14:35:00,296.4953,3.0847,0,271738.2524
LZTBI-0103,sham,2,CL03,P02,C03,3,6,3,72,0,0,0.0,0.0,7,forebrain,2.8,0.0233,6.1,True,3000,30,0.0285,2026-07-17 14:35:00,770.6517,2.5126,0,1447524.4657
LZTBI-0104,sham,2,CL03,P02,C04,3,4,1,24,0,0,0.0,0.0,8,forebrain,3.02,0.0119,7.5,True,3000,30,0.0353,2026-07-15 14:35:00,279.5,3.613,0,277469.4171
LZTBI-0104,sham,2,CL03,P02,C04,3,5,2,48,0,0,0.0,0.0,8,forebrain,3.07,0.0279,3.7,True,3000,30,0.0261,2026-07-16 14:35:00,1154.1131,3.1547,0,3688711.2878
LZTBI-0104,sham,2,CL03,P02,C04,3,6,3,72,0,0,0.0,0.0,8,forebrain,2.97,0.0115,4.8,True,3000,30,0.023,2026-07-17 14:35:00,296.3791,3.9567,0,339025.4265
LZTBI-0105,tbi_low,2,CL03,P02,C05,3,4,1,24,1,112,114.0,114.0,9,forebrain,2.66,0.0259,8.2,True,3000,30,0.0273,2026-07-15 14:35:00,1685.1073,5.2367,0,15546474.9285
LZTBI-0105,tbi_low,2,CL03,P02,C05,3,5,2,48,1,112,114.0,114.0,9,forebrain,2.63,0.0125,4.1,True,3000,30,0.0357,2026-07-16 14:35:00,495.016,6.0685,0,1283106.7232
LZTBI-0105,tbi_low,2,CL03,P02,C05,3,6,3,72,1,112,114.0,114.0,9,forebrain,2.62,0.0277,14.9,True,3000,30,0.0155,2026-07-17 14:35:00,2309.3777,5.9087,0,25497758.8808
LZTBI-0106,sham,2,CL03,P02,C06,3,4,1,24,0,0,0.0,0.0,10,forebrain,3.1,0.0085,19.8,True,3000,30,0.0092,2026-07-15 14:35:00,197.6181,3.0392,0,100040.0533
LZTBI-0106,sham,2,CL03,P02,C06,3,5,2,48,0,0,0.0,0.0,10,forebrain,3.13,0.0211,5.9,True,3000,30,0.0291,2026-07-16 14:35:00,765.9293,3.9442,0,2278824.0618
LZTBI-0106,sham,2,CL03,P02,C06,3,6,3,72,0,0,0.0,0.0,10,forebrain,3.15,0.0085,2.4,True,3000,30,0.0198,2026-07-17 14:35:00,150.0,3.4889,0,100000.0
LZTBI-0107,sham,2,CL03,P02,C07,3,4,1,24,0,0,0.0,0.0,11,forebrain,2.97,0.0178,6.6,True,3000,30,0.014,2026-07-15 14:35:00,446.9225,2.9969,0,575532.2109
LZTBI-0107,sham,2,CL03,P02,C07,3,5,2,48,0,0,0.0,0.0,11,forebrain,2.55,0.0147,15.6,True,3000,30,0.0217,2026-07-16 14:35:00,313.0668,2.5628,0,196304.5614
LZTBI-0107,sham,2,CL03,P02,C07,3,6,3,72,0,0,0.0,0.0,11,forebrain,3.02,0.0177,10.5,True,3000,30,0.0244,2026-07-17 14:35:00,502.9121,4.1075,0,862669.6552
LZTBI-0108,tbi_low,2,CL03,P02,C08,3,4,1,24,1,112,114.0,114.0,12,forebrain,3.0,0.0113,6.9,True,3000,30,0.0308,2026-07-15 14:35:00,209.0299,3.634,0,132433.2913
LZTBI-0108,tbi_low,2,CL03,P02,C08,3,5,2,48,1,112,114.0,114.0,12,forebrain,3.04,0.0181,19.8,True,3000,30,0.02,2026-07-16 14:35:00,411.6951,2.6301,0,386558.9102
LZTBI-0108,tbi_low,2,CL03,P02,C08,3,6,3,72,1,112,114.0,114.0,12,forebrain,2.95,0.0113,9.6,True,3000,30,0.0222,2026-07-17 14:35:00,265.8424,4.0581,0,233333.6032
LZTBI-0109,tbi_low,2,CL03,P02,C09,3,4,1,24,1,112,114.0,114.0,13,forebrain,2.81,0.0206,11.7,True,3000,30,0.0224,2026-07-15 14:35:00,757.1705,4.3673,0,2196305.8466
LZTBI-0109,tbi_low,2,CL03,P02,C09,3,5,2,48,1,112,114.0,114.0,13,forebrain,2.75,0.0153,2.8,True,3000,30,0.0294,2026-07-16 14:35:00,484.7114,3.2035,0,723252.0353
LZTBI-0109,tbi_low,2,CL03,P02,C09,3,6,3,72,1,112,114.0,114.0,13,forebrain,2.72,0.0219,18.0,True,3000,30,0.036,2026-07-17 14:35:00,900.9853,4.1931,0,3023397.8439
LZTBI-0110,tbi_moderate,2,CL03,P02,C10,3,4,1,24,1,214,214.9,214.9,14,forebrain,3.18,0.0151,7.5,True,3000,30,0.0357,2026-07-15 14:35:00,1286.761,8.0538,2,9067862.5173
LZTBI-0110,tbi_moderate,2,CL03,P02,C10,3,5,2,48,1,214,214.9,214.9,14,forebrain,3.11,0.0229,5.6,True,3000,30,0.0185,2026-07-16 14:35:00,3130.5913,8.9243,6,80770057.0605
LZTBI-0110,tbi_moderate,2,CL03,P02,C10,3,6,3,72,1,214,214.9,214.9,14,forebrain,3.28,0.0155,2.1,True,3000,30,0.018,2026-07-17 14:35:00,1122.2081,8.4138,0,8567545.5427
LZTBI-0111,tbi_moderate,2,CL03,P02,D01,3,4,1,24,1,214,214.9,214.9,15,forebrain,3.02,0.0138,3.4,True,3000,30,0.0094,2026-07-15 14:35:00,805.5951,5.4143,0,3234570.7046
LZTBI-0111,tbi_moderate,2,CL03,P02,D01,3,5,2,48,1,214,214.9,214.9,15,forebrain,3.0,0.0241,11.0,True,3000,30,0.0314,2026-07-16 14:35:00,2120.2521,6.2724,2,23392485.6066
LZTBI-0111,tbi_moderate,2,CL03,P02,D01,3,6,3,72,1,214,214.9,214.9,15,forebrain,2.96,0.0139,13.8,True,3000,30,0.0251,2026-07-17 14:35:00,1122.9677,6.3997,2,7437252.3885
LZTBI-0112,sham,2,CL03,P02,D02,3,4,1,24,0,0,0.0,0.0,16,forebrain,3.09,0.0143,21.2,True,3000,30,0.0182,2026-07-15 14:35:00,260.4166,2.9423,0,138001.5473
LZTBI-0112,sham,2,CL03,P02,D02,3,5,2,48,0,0,0.0,0.0,16,forebrain,3.03,0.0187,9.0,True,3000,30,0.029,2026-07-16 14:35:00,456.7696,3.0602,0,637031.5333
LZTBI-0112,sham,2,CL03,P02,D02,3,6,3,72,0,0,0.0,0.0,16,forebrain,2.97,0.0117,4.4,True,3000,30,0.0119,2026-07-17 14:35:00,160.3499,2.9485,0,100000.0
LZTBI-0113,tbi_high,2,CL03,P02,D03,3,4,1,24,1,318,313.9,313.9,1,forebrain,3.0,0.0196,15.3,True,3000,30,0.0188,2026-07-15 15:00:00,2114.0188,7.465,4,27403489.1164
LZTBI-0113,tbi_high,2,CL03,P02,D03,3,5,2,48,1,318,313.9,313.9,1,forebrain,3.11,0.0106,1.6,True,3000,30,0.0338,2026-07-16 15:00:00,778.0071,5.8878,0,3424111.2181
LZTBI-0113,tbi_high,2,CL03,P02,D03,3,6,3,72,1,318,313.9,313.9,1,forebrain,2.82,0.0199,2.0,True,3000,30,0.0402,2026-07-17 15:00:00,3599.8176,8.8879,6,127975628.4714
LZTBI-0114,tbi_moderate,2,CL03,P02,D04,3,4,1,24,1,214,214.9,214.9,2,forebrain,3.0,0.0157,10.0,True,3000,30,0.02,2026-07-15 15:00:00,701.9548,5.9399,0,2866203.1069
LZTBI-0114,tbi_moderate,2,CL03,P02,D04,3,5,2,48,1,214,214.9,214.9,2,forebrain,3.02,0.0209,0.6,True,3000,30,0.0259,2026-07-16 15:00:00,1315.7393,6.0053,0,9841906.5787
LZTBI-0114,tbi_moderate,2,CL03,P02,D04,3,6,3,72,1,214,214.9,214.9,2,forebrain,2.92,0.016,3.1,True,3000,30,0.0359,2026-07-17 15:00:00,1467.371,8.523,2,15927954.8617
LZTBI-0115,sham,2,CL03,P02,D05,3,4,1,24,0,0,0.0,0.0,3,forebrain,2.89,0.0181,10.1,True,3000,30,0.0149,2026-07-15 15:00:00,509.3714,2.5358,0,480016.6595
LZTBI-0115,sham,2,CL03,P02,D05,3,5,2,48,0,0,0.0,0.0,3,forebrain,2.94,0.014,24.7,True,3000,30,0.0356,2026-07-16 15:00:00,297.6721,3.4196,0,226064.5546
LZTBI-0115,sham,2,CL03,P02,D05,3,6,3,72,0,0,0.0,0.0,3,forebrain,3.02,0.0176,4.6,True,3000,30,0.0282,2026-07-17 15:00:00,503.6256,3.6266,0,818308.516
LZTBI-0116,sham,2,CL03,P02,D06,3,4,1,24,0,0,0.0,0.0,4,forebrain,3.1,0.0169,6.9,True,3000,30,0.0205,2026-07-15 15:00:00,413.0788,2.3977,0,347067.075
LZTBI-0116,sham,2,CL03,P02,D06,3,5,2,48,0,0,0.0,0.0,4,forebrain,3.03,0.0174,11.3,True,3000,30,0.0325,2026-07-16 15:00:00,449.2229,3.6967,0,557839.3006
LZTBI-0117,tbi_moderate,2,CL03,P02,D07,3,4,1,24,1,214,214.9,214.9,5,forebrain,2.82,0.0125,11.4,True,3000,30,0.0224,2026-07-15 15:00:00,952.6039,6.3782,0,5264063.3035
LZTBI-0117,tbi_moderate,2,CL03,P02,D07,3,5,2,48,1,214,214.9,214.9,5,forebrain,2.79,0.0187,1.5,True,3000,30,0.0182,2026-07-16 15:00:00,1931.3172,7.7595,2,25557300.2123
LZTBI-0117,tbi_moderate,2,CL03,P02,D07,3,6,3,72,1,214,214.9,214.9,5,forebrain,2.9,0.0109,2.8,True,3000,30,0.0355,2026-07-17 15:00:00,906.5229,7.8046,0,5573874.6491
LZTBI-0118,sham,2,CL03,P02,D08,3,4,1,24,0,0,0.0,0.0,6,forebrain,3.12,0.0289,1.6,True,3000,30,0.0246,2026-07-15 15:00:00,1083.5262,3.1669,0,3613486.7558
LZTBI-0118,sham,2,CL03,P02,D08,3,5,2,48,0,0,0.0,0.0,6,forebrain,3.07,0.0121,11.6,True,3000,30,0.0368,2026-07-16 15:00:00,245.399,2.9849,0,194647.6088
LZTBI-0118,sham,2,CL03,P02,D08,3,6,3,72,0,0,0.0,0.0,6,forebrain,3.19,0.0277,22.1,True,3000,30,0.0331,2026-07-17 15:00:00,1097.7014,3.3178,0,3426766.2604
LZTBI-0119,sham,2,CL03,P02,D09,3,4,1,24,0,0,0.0,0.0,7,forebrain,2.96,0.0174,7.5,True,3000,30,0.0288,2026-07-15 15:00:00,597.7142,4.1635,0,1308613.8337
LZTBI-0119,sham,2,CL03,P02,D09,3,5,2,48,0,0,0.0,0.0,7,forebrain,2.99,0.017,23.1,True,3000,30,0.0125,2026-07-16 15:00:00,585.4713,3.9884,0,1253241.0594
LZTBI-0119,sham,2,CL03,P02,D09,3,6,3,72,0,0,0.0,0.0,7,forebrain,3.03,0.0167,3.9,True,3000,30,0.0321,2026-07-17 15:00:00,545.3255,3.6777,0,1001677.7403
LZTBI-0120,sham,2,CL03,P02,D10,3,4,1,24,0,0,0.0,0.0,8,forebrain,3.26,0.0225,13.3,True,3000,30,0.0177,2026-07-15 15:00:00,696.1346,3.5556,0,1431748.6302
LZTBI-0120,sham,2,CL03,P02,D10,3,5,2,48,0,0,0.0,0.0,8,forebrain,3.27,0.0163,15.3,True,3000,30,0.0401,2026-07-16 15:00:00,471.6194,3.2721,0,731749.8398
LZTBI-0120,sham,2,CL03,P02,D10,3,6,3,72,0,0,0.0,0.0,8,forebrain,3.25,0.0223,1.3,True,3000,30,0.034,2026-07-17 15:00:00,916.4391,4.4373,0,3734642.5407
LZTBI-0121,tbi_moderate,2,CL04,P02,E01,3,4,1,24,1,214,214.9,214.9,9,forebrain,3.15,0.0195,11.9,True,3000,30,0.0305,2026-07-15 15:00:00,1580.2718,6.9424,2,19867425.8757
LZTBI-0121,tbi_moderate,2,CL04,P02,E01,3,5,2,48,1,214,214.9,214.9,9,forebrain,3.16,0.0124,3.2,True,3000,30,0.0128,2026-07-16 15:00:00,1172.0576,7.3402,2,8265960.4176
LZTBI-0121,tbi_moderate,2,CL04,P02,E01,3,6,3,72,1,214,214.9,214.9,9,forebrain,3.07,0.02,7.4,True,3000,30,0.011,2026-07-17 15:00:00,2675.0007,9.1242,4,63765825.3934
LZTBI-0122,tbi_moderate,2,CL04,P02,E02,3,4,1,24,1,214,214.9,214.9,10,forebrain,2.91,0.0186,6.7,True,3000,30,0.0305,2026-07-15 15:00:00,820.7512,5.0667,0,2368214.0517
LZTBI-0122,tbi_moderate,2,CL04,P02,E02,3,5,2,48,1,214,214.9,214.9,10,forebrain,2.82,0.013,7.3,True,3000,30,0.0177,2026-07-16 15:00:00,1199.584,6.5021,2,9740819.8038
LZTBI-0122,tbi_moderate,2,CL04,P02,E02,3,6,3,72,1,214,214.9,214.9,10,forebrain,3.06,0.0192,3.8,True,3000,30,0.0242,2026-07-17 15:00:00,1272.2657,7.6886,0,10031929.0818
LZTBI-0123,tbi_moderate,2,CL04,P02,E03,3,4,1,24,1,214,214.9,214.9,11,forebrain,3.45,0.0113,8.4,True,3000,30,0.0359,2026-07-15 15:00:00,268.4982,4.3498,0,280944.1432
LZTBI-0123,tbi_moderate,2,CL04,P02,E03,3,5,2,48,1,214,214.9,214.9,11,forebrain,3.38,0.0198,13.7,True,3000,30,0.0135,2026-07-16 15:00:00,781.3222,4.1394,0,2601372.4672
LZTBI-0123,tbi_moderate,2,CL04,P02,E03,3,6,3,72,1,214,214.9,214.9,11,forebrain,3.29,0.0102,2.0,True,3000,30,0.0241,2026-07-17 15:00:00,243.2815,3.9589,0,214640.4058
LZTBI-0124,tbi_low,2,CL04,P02,E04,3,4,1,24,1,112,114.0,114.0,12,forebrain,2.71,0.0145,6.5,True,3000,30,0.0203,2026-07-15 15:00:00,514.934,4.6325,0,1145370.5444
LZTBI-0124,tbi_low,2,CL04,P02,E04,3,5,2,48,1,112,114.0,114.0,12,forebrain,2.57,0.0218,15.2,True,3000,30,0.0126,2026-07-16 15:00:00,1225.4911,4.3331,0,5615816.7869
LZTBI-0124,tbi_low,2,CL04,P02,E04,3,6,3,72,1,112,114.0,114.0,12,forebrain,2.99,0.0152,4.2,True,3000,30,0.0321,2026-07-17 15:00:00,1148.1066,6.9252,2,9117152.0755
LZTBI-0125,tbi_high,2,CL04,P02,E05,3,4,1,24,1,318,313.9,313.9,13,forebrain,3.4,0.0233,1.4,True,3000,30,0.0281,2026-07-15 15:00:00,3128.5175,8.3913,4,73024414.6974
LZTBI-0125,tbi_high,2,CL04,P02,E05,3,5,2,48,1,318,313.9,313.9,13,forebrain,3.37,0.0136,13.8,True,3000,30,0.0373,2026-07-16 15:00:00,1827.7656,9.7479,4,29689514.6444
LZTBI-0125,tbi_high,2,CL04,P02,E05,3,6,3,72,1,318,313.9,313.9,13,forebrain,3.35,0.0215,10.7,True,3000,30,0.035,2026-07-17 15:00:00,2020.223,7.2365,0,26283151.7915
LZTBI-0126,tbi_high,2,CL04,P02,E06,3,4,1,24,1,318,313.9,313.9,14,forebrain,3.09,0.0127,18.6,True,3000,30,0.0393,2026-07-15 15:00:00,438.8184,4.6847,0,712953.5352
LZTBI-0126,tbi_high,2,CL04,P02,E06,3,5,2,48,1,318,313.9,313.9,14,forebrain,3.12,0.0185,9.5,True,3000,30,0.0286,2026-07-16 15:00:00,924.4772,5.201,0,3512650.7569
LZTBI-0126,tbi_high,2,CL04,P02,E06,3,6,3,72,1,318,313.9,313.9,14,forebrain,3.01,0.01,12.0,True,3000,30,0.0289,2026-07-17 15:00:00,837.6297,7.4555,2,4667100.3151
LZTBI-0127,tbi_low,2,CL04,P02,E07,3,4,1,24,1,112,114.0,114.0,15,forebrain,3.34,0.0117,13.1,True,3000,30,0.0115,2026-07-15 15:00:00,407.4825,3.947,0,540840.2041
LZTBI-0127,tbi_low,2,CL04,P02,E07,3,5,2,48,1,112,114.0,114.0,15,forebrain,3.29,0.0192,2.6,True,3000,30,0.0216,2026-07-16 15:00:00,668.3064,3.2278,0,1199558.6559
LZTBI-0127,tbi_low,2,CL04,P02,E07,3,6,3,72,1,112,114.0,114.0,15,forebrain,3.22,0.0126,9.0,True,3000,30,0.0309,2026-07-17 15:00:00,375.4562,5.1026,0,674547.349
