fish_id,group,batch,clutch_id,plate_id,well_id,tbi_dpf,dpf,days_post_tbi,hours_post_tbi,n_weight_drops,nominal_peak_pressure_kpa,measured_peak_pressure_kpa,cumulative_pressure_burden_kpa_hits,channel,electrode_target,electrode_impedance_mohm,rms_noise_mv,electrode_shift_pct,qc_pass,sampling_rate_hz,recording_duration_min,artifact_fraction,lfp_mean_uv,lfp_variance_uv2,lfp_skewness,lfp_kurtosis,lfp_fourth_power_mean_uv4,lfp_seizure_event_rate_per_h,lfp_ica_complexity,is_synthetic
LZTBI-0082,tbi_high,2,CL03,P02,A02,3,6,3,72,1,318,313.9,313.9,2,forebrain,3.2,0.0085,0.4,True,3000,30,0.0282,7.4038,1144.415,0.6494,7.6042,7917281.1657,2,0.3937,False
LZTBI-0083,tbi_low,2,CL03,P02,A03,3,4,1,24,1,112,114.0,114.0,3,forebrain,2.76,0.0207,18.0,True,3000,30,0.0397,1.8415,821.1949,0.4937,4.0165,2252145.3645,0,0.9013,False
LZTBI-0083,tbi_low,2,CL03,P02,A03,3,5,2,48,1,112,114.0,114.0,3,forebrain,2.69,0.0093,8.1,True,3000,30,0.0302,4.7091,236.1184,0.5298,4.8816,202097.6996,0,0.7942,False
LZTBI-0083,tbi_low,2,CL03,P02,A03,3,6,3,72,1,112,114.0,114.0,3,forebrain,2.63,0.0203,17.8,True,3000,30,0.0197,9.1355,939.3121,0.4119,4.9964,4405469.8406,0,0.6873,False
LZTBI-0084,tbi_high,2,CL03,P02,A04,3,4,1,24,1,318,313.9,313.9,4,forebrain,3.33,0.0242,6.9,True,3000,30,0.0333,5.8887,1563.1531,0.9487,5.6566,12947842.4273,0,0.6607,False
LZTBI-0084,tbi_high,2,CL03,P02,A04,3,5,2,48,1,318,313.9,313.9,4,forebrain,3.3,0.0137,2.8,True,3000,30,0.0382,5.9253,1097.5769,1.3578,7.0507,7625334.4875,2,0.5066,False
LZTBI-0084,tbi_high,2,CL03,P02,A04,3,6,3,72,1,318,313.9,313.9,4,forebrain,3.24,0.0242,25.3,True,3000,30,0.0149,6.8034,2004.4427,1.3366,6.7671,22544628.5751,0,0.5083,False
LZTBI-0085,tbi_low,2,CL03,P02,A05,3,4,1,24,1,112,114.0,114.0,5,forebrain,2.91,0.0147,11.6,True,3000,30,0.0158,4.7192,983.5701,0.3133,5.7825,3885321.5272,2,0.6928,False
LZTBI-0085,tbi_low,2,CL03,P02,A05,3,5,2,48,1,112,114.0,114.0,5,forebrain,2.85,0.0233,16.0,True,3000,30,0.0084,6.6178,1452.5282,0.3845,5.5972,10407626.9728,0,0.5288,False
LZTBI-0085,tbi_low,2,CL03,P02,A05,3,6,3,72,1,112,114.0,114.0,5,forebrain,3.03,0.0144,21.8,True,3000,30,0.0386,8.8799,1183.4428,0.6927,6.8129,8096163.0307,2,0.482,False
LZTBI-0086,tbi_moderate,2,CL03,P02,A06,3,4,1,24,1,214,214.9,214.9,6,forebrain,3.09,0.0184,0.4,True,3000,30,0.0176,3.3129,1070.7127,0.5751,6.6425,5227412.2298,0,0.6396,False
LZTBI-0086,tbi_moderate,2,CL03,P02,A06,3,5,2,48,1,214,214.9,214.9,6,forebrain,3.08,0.0127,22.4,True,3000,30,0.0261,6.5563,508.325,0.6099,6.0456,1360479.0056,0,0.6113,False
LZTBI-0086,tbi_moderate,2,CL03,P02,A06,3,6,3,72,1,214,214.9,214.9,6,forebrain,3.03,0.0175,17.3,True,3000,30,0.0371,9.3728,1087.1114,0.9775,7.0552,6330139.62,0,0.473,False
LZTBI-0087,tbi_low,2,CL03,P02,A07,3,4,1,24,1,112,114.0,114.0,7,forebrain,3.19,0.0145,7.0,True,3000,30,0.0425,1.576,369.4118,-0.0551,3.566,506874.7352,0,0.8864,False
LZTBI-0087,tbi_low,2,CL03,P02,A07,3,5,2,48,1,112,114.0,114.0,7,forebrain,3.2,0.0176,4.7,True,3000,30,0.037,2.0129,586.6693,0.0828,3.5657,1130364.4229,0,0.8072,False
LZTBI-0087,tbi_low,2,CL03,P02,A07,3,6,3,72,1,112,114.0,114.0,7,forebrain,3.18,0.0137,12.0,True,3000,30,0.0143,5.4777,429.232,0.3888,5.1236,866859.8989,0,0.8155,False
LZTBI-0088,tbi_high,2,CL03,P02,A08,3,4,1,24,1,318,313.9,313.9,8,forebrain,2.98,0.0144,8.6,True,3000,30,0.0153,8.7235,704.4948,0.9756,5.9263,2549360.5805,0,0.5074,False
LZTBI-0088,tbi_high,2,CL03,P02,A08,3,5,2,48,1,318,313.9,313.9,8,forebrain,3.03,0.0179,11.8,True,3000,30,0.0265,9.7334,1429.8091,1.2735,7.3609,13396637.8737,0,0.4029,False
LZTBI-0088,tbi_high,2,CL03,P02,A08,3,6,3,72,1,318,313.9,313.9,8,forebrain,3.07,0.0158,3.2,True,3000,30,0.037,9.7245,1190.9051,1.0374,8.7064,9636487.7817,0,0.4015,False
LZTBI-0089,tbi_moderate,2,CL03,P02,A09,3,4,1,24,1,214,214.9,214.9,9,forebrain,2.97,0.0085,6.8,True,3000,30,0.0246,5.1882,261.4379,0.552,4.7169,260231.0131,0,0.7459,False
LZTBI-0089,tbi_moderate,2,CL03,P02,A09,3,5,2,48,1,214,214.9,214.9,9,forebrain,2.94,0.0211,6.6,True,3000,30,0.0167,6.0784,1095.7131,0.767,5.4098,5977980.0974,0,0.6858,False
LZTBI-0089,tbi_moderate,2,CL03,P02,A09,3,6,3,72,1,214,214.9,214.9,9,forebrain,3.13,0.0085,3.1,True,3000,30,0.011,7.6162,911.9224,0.7986,6.5854,5926352.8214,2,0.5557,False
LZTBI-0090,tbi_low,2,CL03,P02,A10,3,4,1,24,1,112,114.0,114.0,10,forebrain,2.76,0.0191,20.7,True,3000,30,0.0117,3.9251,726.0109,0.1635,4.5122,1802344.4804,0,0.8563,False
LZTBI-0090,tbi_low,2,CL03,P02,A10,3,5,2,48,1,112,114.0,114.0,10,forebrain,2.76,0.0156,0.7,True,3000,30,0.0346,5.6078,581.8644,0.7483,4.3353,1525491.94,0,0.7361,False
LZTBI-0090,tbi_low,2,CL03,P02,A10,3,6,3,72,1,112,114.0,114.0,10,forebrain,2.77,0.0206,6.4,True,3000,30,0.0294,8.0278,1612.6571,0.6135,6.2415,16672162.8976,2,0.5935,False
LZTBI-0091,tbi_high,2,CL03,P02,B01,3,4,1,24,1,318,313.9,313.9,11,forebrain,3.0,0.016,5.3,True,3000,30,0.0215,14.6899,3306.7876,1.3544,9.8464,97609129.1351,8,0.2485,False
LZTBI-0091,tbi_high,2,CL03,P02,B01,3,5,2,48,1,318,313.9,313.9,11,forebrain,2.98,0.021,9.9,True,3000,30,0.0305,10.6865,2446.5138,1.1849,8.7967,52868533.4236,2,0.3857,False
LZTBI-0091,tbi_high,2,CL03,P02,B01,3,6,3,72,1,318,313.9,313.9,11,forebrain,3.07,0.0166,11.3,True,3000,30,0.028,8.5839,1358.1384,1.0322,7.9771,13293682.195,0,0.3696,False
LZTBI-0092,sham,2,CL03,P02,B02,3,4,1,24,0,0,0.0,0.0,12,forebrain,3.22,0.0173,1.4,True,3000,30,0.0145,0.8407,510.5242,-0.3137,4.372,946165.0152,0,0.937,False
LZTBI-0092,sham,2,CL03,P02,B02,3,5,2,48,0,0,0.0,0.0,12,forebrain,3.21,0.0156,24.4,True,3000,30,0.0304,2.1871,429.5582,0.529,3.615,699913.7267,0,0.8503,False
LZTBI-0092,sham,2,CL03,P02,B02,3,6,3,72,0,0,0.0,0.0,12,forebrain,3.17,0.0167,13.4,True,3000,30,0.035,0.1889,402.1658,0.205,3.9848,720261.241,0,0.7678,False
LZTBI-0093,tbi_high,2,CL03,P02,B03,3,4,1,24,1,318,313.9,313.9,13,forebrain,2.97,0.0204,9.3,True,3000,30,0.031,8.2439,1748.3574,0.7467,6.066,15317009.093,2,0.4266,False
LZTBI-0093,tbi_high,2,CL03,P02,B03,3,5,2,48,1,318,313.9,313.9,13,forebrain,3.1,0.0093,4.6,True,3000,30,0.0342,7.8225,841.5525,0.5053,7.4096,4541251.6699,2,0.5236,False
LZTBI-0093,tbi_high,2,CL03,P02,B03,3,6,3,72,1,318,313.9,313.9,13,forebrain,3.2,0.0206,10.9,True,3000,30,0.0386,9.76,2103.9312,0.3792,8.7362,36552910.6796,2,0.3566,False
LZTBI-0094,tbi_high,2,CL03,P02,B04,3,4,1,24,1,318,313.9,313.9,14,forebrain,2.86,0.0155,12.5,True,3000,30,0.031,9.4534,820.399,0.6388,6.4875,3649711.0881,0,0.5168,False
LZTBI-0094,tbi_high,2,CL03,P02,B04,3,5,2,48,1,318,313.9,313.9,14,forebrain,2.86,0.018,8.5,True,3000,30,0.0239,11.7755,2627.475,1.5988,9.1153,62298788.1121,4,0.3483,False
LZTBI-0094,tbi_high,2,CL03,P02,B04,3,6,3,72,1,318,313.9,313.9,14,forebrain,2.88,0.0142,8.0,True,3000,30,0.0167,6.5362,1598.4364,1.4688,9.1319,20274244.8773,2,0.329,False
LZTBI-0095,tbi_moderate,2,CL03,P02,B05,3,4,1,24,1,214,214.9,214.9,15,forebrain,2.91,0.0217,25.5,True,3000,30,0.0123,5.6009,1518.8274,0.6187,6.1528,12908153.4155,0,0.6024,False
LZTBI-0095,tbi_moderate,2,CL03,P02,B05,3,5,2,48,1,214,214.9,214.9,15,forebrain,2.93,0.0085,8.1,True,3000,30,0.019,7.7114,765.4146,0.7827,7.2655,3055520.7578,2,0.4443,False
LZTBI-0095,tbi_moderate,2,CL03,P02,B05,3,6,3,72,1,214,214.9,214.9,15,forebrain,2.92,0.0214,7.0,True,3000,30,0.0252,9.1721,2417.4961,0.9469,7.6677,47034794.3259,4,0.4312,False
LZTBI-0096,tbi_low,2,CL03,P02,B06,3,4,1,24,1,112,114.0,114.0,16,forebrain,3.06,0.0136,1.6,True,3000,30,0.0103,-2.2321,326.5751,-0.0934,3.0942,279591.2795,0,0.995,False
LZTBI-0096,tbi_low,2,CL03,P02,B06,3,5,2,48,1,112,114.0,114.0,16,forebrain,3.12,0.0184,13.1,True,3000,30,0.0322,2.3835,438.5048,0.354,4.1627,678788.5244,0,0.9288,False
LZTBI-0096,tbi_low,2,CL03,P02,B06,3,6,3,72,1,112,114.0,114.0,16,forebrain,2.96,0.0147,15.7,True,3000,30,0.0281,-0.8091,720.1028,0.1179,3.6389,1910628.5306,2,0.7489,False
LZTBI-0097,tbi_moderate,2,CL03,P02,B07,3,4,1,24,1,214,214.9,214.9,1,forebrain,2.91,0.0244,6.1,True,3000,30,0.0309,3.0568,1230.397,0.7683,4.7548,7324692.9313,0,0.6982,False
LZTBI-0097,tbi_moderate,2,CL03,P02,B07,3,5,2,48,1,214,214.9,214.9,1,forebrain,2.81,0.0135,7.4,True,3000,30,0.0396,6.621,533.5507,0.7487,4.9376,1347474.4376,0,0.6787,False
LZTBI-0097,tbi_moderate,2,CL03,P02,B07,3,6,3,72,1,214,214.9,214.9,1,forebrain,2.74,0.0249,14.8,True,3000,30,0.0193,5.612,1593.4691,0.3961,6.3597,14777074.1414,0,0.6412,False
LZTBI-0098,sham,2,CL03,P02,B08,3,4,1,24,0,0,0.0,0.0,2,forebrain,3.16,0.017,9.3,True,3000,30,0.0171,2.4739,559.3745,0.5006,2.2382,657178.2444,0,0.8897,False
LZTBI-0098,sham,2,CL03,P02,B08,3,5,2,48,0,0,0.0,0.0,2,forebrain,3.17,0.0175,11.2,True,3000,30,0.0076,1.5536,522.4072,0.0308,3.7768,953364.1034,0,0.8633,False
LZTBI-0098,sham,2,CL03,P02,B08,3,6,3,72,0,0,0.0,0.0,2,forebrain,3.16,0.0168,16.3,True,3000,30,0.0284,1.2911,426.4608,-0.2215,2.9136,491428.0057,0,0.843,False
LZTBI-0099,tbi_low,2,CL03,P02,B09,3,4,1,24,1,112,114.0,114.0,3,forebrain,2.99,0.016,18.3,True,3000,30,0.0216,1.2575,454.4665,-0.1982,4.7025,781129.7864,0,0.8545,False
LZTBI-0099,tbi_low,2,CL03,P02,B09,3,5,2,48,1,112,114.0,114.0,3,forebrain,2.96,0.0201,12.2,True,3000,30,0.0307,4.0002,950.1927,0.5859,4.7704,3545259.5492,0,0.678,False
LZTBI-0099,tbi_low,2,CL03,P02,B09,3,6,3,72,1,112,114.0,114.0,3,forebrain,3.08,0.0166,11.8,True,3000,30,0.029,4.7651,587.894,0.4394,4.0896,1322719.57,0,0.6918,False
LZTBI-0100,tbi_moderate,2,CL03,P02,B10,3,4,1,24,1,214,214.9,214.9,4,forebrain,3.01,0.0254,1.6,True,3000,30,0.0167,5.0987,1270.8931,0.4867,3.6437,4332576.9426,0,0.8064,False
LZTBI-0101,tbi_high,2,CL03,P02,C01,3,4,1,24,1,318,313.9,313.9,5,forebrain,3.23,0.0136,0.4,True,3000,30,0.0101,10.9115,1861.5369,0.8864,8.5822,28983335.714,4,0.3322,False
LZTBI-0101,tbi_high,2,CL03,P02,C01,3,5,2,48,1,318,313.9,313.9,5,forebrain,3.21,0.0242,12.8,True,3000,30,0.0175,6.0098,1850.5977,0.9748,7.0563,20720238.0325,0,0.4093,False
LZTBI-0101,tbi_high,2,CL03,P02,C01,3,6,3,72,1,318,313.9,313.9,5,forebrain,3.18,0.0142,14.8,True,3000,30,0.0257,13.7149,1677.5972,1.4787,8.4026,23355005.2687,2,0.3123,False
LZTBI-0102,tbi_low,2,CL03,P02,C02,3,4,1,24,1,112,114.0,114.0,6,forebrain,3.02,0.0185,8.6,True,3000,30,0.0335,0.1602,740.4179,0.2924,4.2504,2385524.5201,0,0.8449,False
LZTBI-0102,tbi_low,2,CL03,P02,C02,3,5,2,48,1,112,114.0,114.0,6,forebrain,3.06,0.0129,15.5,True,3000,30,0.0274,5.2243,367.2005,0.1649,4.5575,496491.7211,0,0.7925,False
LZTBI-0102,tbi_low,2,CL03,P02,C02,3,6,3,72,1,112,114.0,114.0,6,forebrain,3.11,0.0188,2.2,True,3000,30,0.0214,6.481,691.0081,0.7063,4.9283,2482612.2602,0,0.7617,False
LZTBI-0103,sham,2,CL03,P02,C03,3,4,1,24,0,0,0.0,0.0,7,forebrain,2.74,0.026,5.3,True,3000,30,0.0175,2.362,990.5967,0.3994,3.8649,3029253.9653,0,0.8618,False
LZTBI-0103,sham,2,CL03,P02,C03,3,5,2,48,0,0,0.0,0.0,7,forebrain,2.76,0.0127,4.1,True,3000,30,0.0365,3.5733,296.4953,0.1467,3.0847,271738.2524,0,0.9103,False
LZTBI-0103,sham,2,CL03,P02,C03,3,6,3,72,0,0,0.0,0.0,7,forebrain,2.8,0.0233,6.1,True,3000,30,0.0285,2.0884,770.6517,0.473,2.5126,1447524.4657,0,0.8964,False
LZTBI-0104,sham,2,CL03,P02,C04,3,4,1,24,0,0,0.0,0.0,8,forebrain,3.02,0.0119,7.5,True,3000,30,0.0353,2.0903,279.5,-0.2152,3.613,277469.4171,0,0.8102,False
LZTBI-0104,sham,2,CL03,P02,C04,3,5,2,48,0,0,0.0,0.0,8,forebrain,3.07,0.0279,3.7,True,3000,30,0.0261,-1.3263,1154.1131,0.4152,3.1547,3688711.2878,0,0.9141,False
LZTBI-0104,sham,2,CL03,P02,C04,3,6,3,72,0,0,0.0,0.0,8,forebrain,2.97,0.0115,4.8,True,3000,30,0.023,2.4808,296.3791,0.1895,3.9567,339025.4265,0,0.7677,False
LZTBI-0105,tbi_low,2,CL03,P02,C05,3,4,1,24,1,112,114.0,114.0,9,forebrain,2.66,0.0259,8.2,True,3000,30,0.0273,4.3285,1685.1073,0.4234,5.2367,15546474.9285,0,0.6579,False
LZTBI-0105,tbi_low,2,CL03,P02,C05,3,5,2,48,1,112,114.0,114.0,9,forebrain,2.63,0.0125,4.1,True,3000,30,0.0357,5.5834,495.016,0.2983,6.0685,1283106.7232,0,0.6501,False
LZTBI-0105,tbi_low,2,CL03,P02,C05,3,6,3,72,1,112,114.0,114.0,9,forebrain,2.62,0.0277,14.9,True,3000,30,0.0155,3.4597,2309.3777,1.142,5.9087,25497758.8808,0,0.5302,False
LZTBI-0106,sham,2,CL03,P02,C06,3,4,1,24,0,0,0.0,0.0,10,forebrain,3.1,0.0085,19.8,True,3000,30,0.0092,-0.0277,197.6181,0.2466,3.0392,100040.0533,0,0.8762,False
LZTBI-0106,sham,2,CL03,P02,C06,3,5,2,48,0,0,0.0,0.0,10,forebrain,3.13,0.0211,5.9,True,3000,30,0.0291,-1.0479,765.9293,0.0589,3.9442,2278824.0618,0,0.8977,False
LZTBI-0106,sham,2,CL03,P02,C06,3,6,3,72,0,0,0.0,0.0,10,forebrain,3.15,0.0085,2.4,True,3000,30,0.0198,2.0014,150.0,0.0694,3.4889,100000.0,0,0.7906,False
LZTBI-0107,sham,2,CL03,P02,C07,3,4,1,24,0,0,0.0,0.0,11,forebrain,2.97,0.0178,6.6,True,3000,30,0.014,0.7616,446.9225,-0.0773,2.9969,575532.2109,0,0.8505,False
LZTBI-0107,sham,2,CL03,P02,C07,3,5,2,48,0,0,0.0,0.0,11,forebrain,2.55,0.0147,15.6,True,3000,30,0.0217,1.5984,313.0668,0.4102,2.5628,196304.5614,0,0.9316,False
LZTBI-0107,sham,2,CL03,P02,C07,3,6,3,72,0,0,0.0,0.0,11,forebrain,3.02,0.0177,10.5,True,3000,30,0.0244,1.5957,502.9121,0.031,4.1075,862669.6552,0,0.8858,False
LZTBI-0108,tbi_low,2,CL03,P02,C08,3,4,1,24,1,112,114.0,114.0,12,forebrain,3.0,0.0113,6.9,True,3000,30,0.0308,0.8581,209.0299,0.3103,3.634,132433.2913,0,0.8048,False
LZTBI-0108,tbi_low,2,CL03,P02,C08,3,5,2,48,1,112,114.0,114.0,12,forebrain,3.04,0.0181,19.8,True,3000,30,0.02,-0.9471,411.6951,-0.1962,2.6301,386558.9102,0,0.9647,False
LZTBI-0108,tbi_low,2,CL03,P02,C08,3,6,3,72,1,112,114.0,114.0,12,forebrain,2.95,0.0113,9.6,True,3000,30,0.0222,1.9016,265.8424,0.5084,4.0581,233333.6032,0,0.8979,False
LZTBI-0109,tbi_low,2,CL03,P02,C09,3,4,1,24,1,112,114.0,114.0,13,forebrain,2.81,0.0206,11.7,True,3000,30,0.0224,0.5851,757.1705,0.156,4.3673,2196305.8466,0,0.7799,False
LZTBI-0109,tbi_low,2,CL03,P02,C09,3,5,2,48,1,112,114.0,114.0,13,forebrain,2.75,0.0153,2.8,True,3000,30,0.0294,5.4973,484.7114,0.5907,3.2035,723252.0353,0,0.7375,False
LZTBI-0109,tbi_low,2,CL03,P02,C09,3,6,3,72,1,112,114.0,114.0,13,forebrain,2.72,0.0219,18.0,True,3000,30,0.036,0.658,900.9853,0.2759,4.1931,3023397.8439,0,0.7613,False
LZTBI-0110,tbi_moderate,2,CL03,P02,C10,3,4,1,24,1,214,214.9,214.9,14,forebrain,3.18,0.0151,7.5,True,3000,30,0.0357,9.3932,1286.761,1.1512,8.0538,9067862.5173,2,0.3969,False
LZTBI-0110,tbi_moderate,2,CL03,P02,C10,3,5,2,48,1,214,214.9,214.9,14,forebrain,3.11,0.0229,5.6,True,3000,30,0.0185,8.8647,3130.5913,1.269,8.9243,80770057.0605,6,0.465,False
LZTBI-0110,tbi_moderate,2,CL03,P02,C10,3,6,3,72,1,214,214.9,214.9,14,forebrain,3.28,0.0155,2.1,True,3000,30,0.018,8.5298,1122.2081,1.1519,8.4138,8567545.5427,0,0.4469,False
LZTBI-0111,tbi_moderate,2,CL03,P02,D01,3,4,1,24,1,214,214.9,214.9,15,forebrain,3.02,0.0138,3.4,True,3000,30,0.0094,7.0342,805.5951,0.5266,5.4143,3234570.7046,0,0.5202,False
LZTBI-0111,tbi_moderate,2,CL03,P02,D01,3,5,2,48,1,214,214.9,214.9,15,forebrain,3.0,0.0241,11.0,True,3000,30,0.0314,7.9248,2120.2521,0.4233,6.2724,23392485.6066,2,0.5918,False
LZTBI-0111,tbi_moderate,2,CL03,P02,D01,3,6,3,72,1,214,214.9,214.9,15,forebrain,2.96,0.0139,13.8,True,3000,30,0.0251,10.9406,1122.9677,0.7823,6.3997,7437252.3885,2,0.4896,False
LZTBI-0112,sham,2,CL03,P02,D02,3,4,1,24,0,0,0.0,0.0,16,forebrain,3.09,0.0143,21.2,True,3000,30,0.0182,-2.7748,260.4166,-0.0616,2.9423,138001.5473,0,0.9164,False
LZTBI-0112,sham,2,CL03,P02,D02,3,5,2,48,0,0,0.0,0.0,16,forebrain,3.03,0.0187,9.0,True,3000,30,0.029,-0.0223,456.7696,-0.0359,3.0602,637031.5333,0,0.9896,False
LZTBI-0112,sham,2,CL03,P02,D02,3,6,3,72,0,0,0.0,0.0,16,forebrain,2.97,0.0117,4.4,True,3000,30,0.0119,-1.0677,160.3499,0.0159,2.9485,100000.0,0,0.908,False
LZTBI-0113,tbi_high,2,CL03,P02,D03,3,4,1,24,1,318,313.9,313.9,1,forebrain,3.0,0.0196,15.3,True,3000,30,0.0188,9.2129,2114.0188,0.9001,7.465,27403489.1164,4,0.5021,False
LZTBI-0113,tbi_high,2,CL03,P02,D03,3,5,2,48,1,318,313.9,313.9,1,forebrain,3.11,0.0106,1.6,True,3000,30,0.0338,6.5968,778.0071,0.1001,5.8878,3424111.2181,0,0.605,False
LZTBI-0113,tbi_high,2,CL03,P02,D03,3,6,3,72,1,318,313.9,313.9,1,forebrain,2.82,0.0199,2.0,True,3000,30,0.0402,12.5176,3599.8176,1.2835,8.8879,127975628.4714,6,0.269,False
LZTBI-0114,tbi_moderate,2,CL03,P02,D04,3,4,1,24,1,214,214.9,214.9,2,forebrain,3.0,0.0157,10.0,True,3000,30,0.02,6.8305,701.9548,0.2043,5.9399,2866203.1069,0,0.5464,False
LZTBI-0114,tbi_moderate,2,CL03,P02,D04,3,5,2,48,1,214,214.9,214.9,2,forebrain,3.02,0.0209,0.6,True,3000,30,0.0259,6.1352,1315.7393,0.4233,6.0053,9841906.5787,0,0.5694,False
LZTBI-0114,tbi_moderate,2,CL03,P02,D04,3,6,3,72,1,214,214.9,214.9,2,forebrain,2.92,0.016,3.1,True,3000,30,0.0359,8.6195,1467.371,1.4165,8.523,15927954.8617,2,0.4667,False
LZTBI-0115,sham,2,CL03,P02,D05,3,4,1,24,0,0,0.0,0.0,3,forebrain,2.89,0.0181,10.1,True,3000,30,0.0149,0.5647,509.3714,-0.3577,2.5358,480016.6595,0,0.8492,False
LZTBI-0115,sham,2,CL03,P02,D05,3,5,2,48,0,0,0.0,0.0,3,forebrain,2.94,0.014,24.7,True,3000,30,0.0356,2.9015,297.6721,0.1559,3.4196,226064.5546,0,0.8025,False
LZTBI-0115,sham,2,CL03,P02,D05,3,6,3,72,0,0,0.0,0.0,3,forebrain,3.02,0.0176,4.6,True,3000,30,0.0282,3.9974,503.6256,0.1957,3.6266,818308.516,0,0.8125,False
LZTBI-0116,sham,2,CL03,P02,D06,3,4,1,24,0,0,0.0,0.0,4,forebrain,3.1,0.0169,6.9,True,3000,30,0.0205,1.3848,413.0788,-0.0386,2.3977,347067.075,0,0.9264,False
LZTBI-0116,sham,2,CL03,P02,D06,3,5,2,48,0,0,0.0,0.0,4,forebrain,3.03,0.0174,11.3,True,3000,30,0.0325,1.0543,449.2229,-0.3362,3.6967,557839.3006,0,0.967,False
LZTBI-0117,tbi_moderate,2,CL03,P02,D07,3,4,1,24,1,214,214.9,214.9,5,forebrain,2.82,0.0125,11.4,True,3000,30,0.0224,6.7007,952.6039,0.299,6.3782,5264063.3035,0,0.602,False
LZTBI-0117,tbi_moderate,2,CL03,P02,D07,3,5,2,48,1,214,214.9,214.9,5,forebrain,2.79,0.0187,1.5,True,3000,30,0.0182,6.8031,1931.3172,1.0525,7.7595,25557300.2123,2,0.4579,False
LZTBI-0117,tbi_moderate,2,CL03,P02,D07,3,6,3,72,1,214,214.9,214.9,5,forebrain,2.9,0.0109,2.8,True,3000,30,0.0355,7.8137,906.5229,0.7738,7.8046,5573874.6491,0,0.5118,False
LZTBI-0118,sham,2,CL03,P02,D08,3,4,1,24,0,0,0.0,0.0,6,forebrain,3.12,0.0289,1.6,True,3000,30,0.0246,-2.3802,1083.5262,-0.397,3.1669,3613486.7558,0,0.9655,False
LZTBI-0118,sham,2,CL03,P02,D08,3,5,2,48,0,0,0.0,0.0,6,forebrain,3.07,0.0121,11.6,True,3000,30,0.0368,0.3632,245.399,-0.174,2.9849,194647.6088,0,0.929,False
LZTBI-0118,sham,2,CL03,P02,D08,3,6,3,72,0,0,0.0,0.0,6,forebrain,3.19,0.0277,22.1,True,3000,30,0.0331,0.7678,1097.7014,0.0344,3.3178,3426766.2604,0,0.9559,False
LZTBI-0119,sham,2,CL03,P02,D09,3,4,1,24,0,0,0.0,0.0,7,forebrain,2.96,0.0174,7.5,True,3000,30,0.0288,2.8862,597.7142,0.1711,4.1635,1308613.8337,0,0.7949,False
LZTBI-0119,sham,2,CL03,P02,D09,3,5,2,48,0,0,0.0,0.0,7,forebrain,2.99,0.017,23.1,True,3000,30,0.0125,4.9757,585.4713,0.325,3.9884,1253241.0594,0,0.8114,False
LZTBI-0119,sham,2,CL03,P02,D09,3,6,3,72,0,0,0.0,0.0,7,forebrain,3.03,0.0167,3.9,True,3000,30,0.0321,-1.3792,545.3255,0.9065,3.6777,1001677.7403,0,0.8457,False
LZTBI-0120,sham,2,CL03,P02,D10,3,4,1,24,0,0,0.0,0.0,8,forebrain,3.26,0.0225,13.3,True,3000,30,0.0177,0.838,696.1346,0.0539,3.5556,1431748.6302,0,0.8377,False
LZTBI-0120,sham,2,CL03,P02,D10,3,5,2,48,0,0,0.0,0.0,8,forebrain,3.27,0.0163,15.3,True,3000,30,0.0401,-0.2916,471.6194,0.425,3.2721,731749.8398,0,0.8999,False
LZTBI-0120,sham,2,CL03,P02,D10,3,6,3,72,0,0,0.0,0.0,8,forebrain,3.25,0.0223,1.3,True,3000,30,0.034,2.8655,916.4391,0.2506,4.4373,3734642.5407,0,0.8862,False
LZTBI-0121,tbi_moderate,2,CL04,P02,E01,3,4,1,24,1,214,214.9,214.9,9,forebrain,3.15,0.0195,11.9,True,3000,30,0.0305,9.4411,1580.2718,0.9309,6.9424,19867425.8757,2,0.5247,False
LZTBI-0121,tbi_moderate,2,CL04,P02,E01,3,5,2,48,1,214,214.9,214.9,9,forebrain,3.16,0.0124,3.2,True,3000,30,0.0128,6.9346,1172.0576,1.6782,7.3402,8265960.4176,2,0.4968,False
LZTBI-0121,tbi_moderate,2,CL04,P02,E01,3,6,3,72,1,214,214.9,214.9,9,forebrain,3.07,0.02,7.4,True,3000,30,0.011,11.585,2675.0007,0.4684,9.1242,63765825.3934,4,0.2561,False
LZTBI-0122,tbi_moderate,2,CL04,P02,E02,3,4,1,24,1,214,214.9,214.9,10,forebrain,2.91,0.0186,6.7,True,3000,30,0.0305,3.6417,820.7512,-0.0542,5.0667,2368214.0517,0,0.76,False
LZTBI-0122,tbi_moderate,2,CL04,P02,E02,3,5,2,48,1,214,214.9,214.9,10,forebrain,2.82,0.013,7.3,True,3000,30,0.0177,10.5264,1199.584,1.027,6.5021,9740819.8038,2,0.4356,False
LZTBI-0122,tbi_moderate,2,CL04,P02,E02,3,6,3,72,1,214,214.9,214.9,10,forebrain,3.06,0.0192,3.8,True,3000,30,0.0242,8.5358,1272.2657,0.9429,7.6886,10031929.0818,0,0.4504,False
LZTBI-0123,tbi_moderate,2,CL04,P02,E03,3,4,1,24,1,214,214.9,214.9,11,forebrain,3.45,0.0113,8.4,True,3000,30,0.0359,0.0972,268.4982,0.4557,4.3498,280944.1432,0,0.9118,False
LZTBI-0123,tbi_moderate,2,CL04,P02,E03,3,5,2,48,1,214,214.9,214.9,11,forebrain,3.38,0.0198,13.7,True,3000,30,0.0135,5.218,781.3222,0.0903,4.1394,2601372.4672,0,0.7461,False
