fish_id,group,dpf,video_id,dlc_model,dlc_keypoints,dlc_pcutoff,dlc_mean_keypoint_likelihood,dlc_pct_frames_below_pcutoff,dlc_tracking_qc_pass,dlc_mean_speed_mm_s,dlc_max_speed_mm_s,dlc_rest_fraction,dlc_burst_rate_per_min,dlc_mean_tail_bend_deg,dlc_max_tail_bend_deg,dlc_mean_tail_angle_change_deg_s,dlc_max_tail_angle_change_deg_s,dlc_whirlpool_rate_per_min,dlc_behavior_abnormality_index,manual_pts_stage_TRUTH,stunned_phenotype_TRUTH,record_status,template_seed
TBI0061,tbi_low,4,VID_TBI0061_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9569,3.7097,True,3.1238,7.1912,0.1337,7.7824,28.0358,39.4857,72.1044,158.4204,0.1313,1.2167,1,False,placeholder_pending_replacement,42
TBI0061,tbi_low,5,VID_TBI0061_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9694,0.8086,True,1.3688,3.1894,0.2923,3.1886,7.6483,11.7208,31.5741,56.9445,0.0,0.2177,0,False,placeholder_pending_replacement,42
TBI0061,tbi_low,6,VID_TBI0061_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,4.8613,True,3.0496,8.0404,0.135,7.6417,28.3195,37.6311,76.0912,116.4762,0.4024,1.3107,1,False,placeholder_pending_replacement,42
TBI0062,tbi_low,4,VID_TBI0062_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9747,2.9076,True,1.7976,4.2803,0.2971,5.2033,8.0682,15.5962,42.8307,95.747,0.0827,0.3416,0,False,placeholder_pending_replacement,42
TBI0062,tbi_low,5,VID_TBI0062_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,4.5274,True,1.4854,3.7732,0.3175,4.4223,11.3722,16.288,31.2235,50.4006,0.2482,0.2246,0,False,placeholder_pending_replacement,42
TBI0062,tbi_low,6,VID_TBI0062_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9269,3.6423,True,1.7153,4.4284,0.2402,1.6004,14.3699,21.3732,28.233,59.2112,0.0,0.2318,0,False,placeholder_pending_replacement,42
TBI0063,tbi_low,4,VID_TBI0063_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9824,0.0,True,3.0004,6.4049,0.1288,10.3943,30.2771,39.4842,82.639,158.4203,0.041,1.4118,1,False,placeholder_pending_replacement,42
TBI0063,tbi_low,5,VID_TBI0063_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9643,1.5574,True,3.0839,7.0552,0.0392,8.8955,25.9952,51.9698,62.5084,88.9703,0.5794,1.441,1,False,placeholder_pending_replacement,42
TBI0063,tbi_low,6,VID_TBI0063_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9874,2.7712,True,1.5515,3.1573,0.3502,4.9753,14.9213,21.1576,31.475,55.3966,0.0,0.1684,0,False,placeholder_pending_replacement,42
TBI0064,tbi_low,4,VID_TBI0064_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9709,5.3427,True,1.8792,3.0091,0.1907,5.5448,13.0637,25.7782,37.852,71.7168,0.0,0.2993,0,False,placeholder_pending_replacement,42
TBI0064,tbi_low,5,VID_TBI0064_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9729,0.4096,True,1.7504,4.1916,0.2418,3.11,14.2967,20.1486,40.0511,63.0682,0.386,0.3063,0,False,placeholder_pending_replacement,42
TBI0064,tbi_low,6,VID_TBI0064_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,3.6179,True,3.2063,8.5824,0.1227,7.6179,27.5798,53.43,64.1981,121.5433,0.4278,1.2819,1,False,placeholder_pending_replacement,42
TBI0065,tbi_low,4,VID_TBI0065_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9458,1.7153,True,1.4919,2.5898,0.2455,5.0189,15.0573,26.6225,27.1944,44.4987,0.1144,0.1822,0,False,placeholder_pending_replacement,42
TBI0065,tbi_low,5,VID_TBI0065_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9764,3.2773,True,1.2735,2.2363,0.3005,4.8324,11.5818,16.7583,38.7909,78.6074,0.0,0.2209,0,False,placeholder_pending_replacement,42
TBI0065,tbi_low,6,VID_TBI0065_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9492,2.4195,True,2.03,4.5772,0.3144,4.4387,10.9847,15.0918,37.749,71.005,0.0,0.2617,0,False,placeholder_pending_replacement,42
TBI0066,tbi_low,4,VID_TBI0066_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9402,2.9447,True,3.4706,6.8962,0.0825,8.2824,28.4738,55.0803,67.4855,112.6232,0.4753,1.4721,1,False,placeholder_pending_replacement,42
TBI0066,tbi_low,5,VID_TBI0066_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9624,2.8695,True,1.808,4.2151,0.2389,3.112,18.3526,25.6938,38.1679,70.3773,0.0,0.2494,0,False,placeholder_pending_replacement,42
TBI0066,tbi_low,6,VID_TBI0066_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9932,0.0,True,1.8722,3.5428,0.2864,4.7603,12.765,23.185,17.1089,37.4907,0.1307,0.2817,0,False,placeholder_pending_replacement,42
TBI0067,tbi_low,4,VID_TBI0067_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9239,3.6424,True,1.6964,3.3255,0.245,4.502,14.0848,20.3009,29.5685,50.7295,0.0,0.104,0,False,placeholder_pending_replacement,42
TBI0067,tbi_low,5,VID_TBI0067_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9655,0.6111,True,1.6196,3.6942,0.2521,3.2047,8.459,13.734,29.7712,65.505,0.2031,0.2533,0,False,placeholder_pending_replacement,42
TBI0067,tbi_low,6,VID_TBI0067_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9815,0.0,True,2.4459,4.4312,0.1315,10.782,28.1271,50.5936,69.311,114.5649,0.0526,1.2034,1,False,placeholder_pending_replacement,42
TBI0068,tbi_low,4,VID_TBI0068_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9624,3.1289,True,1.7086,3.3329,0.2432,6.5056,12.9577,18.0576,33.0602,74.8831,0.0,0.2278,0,False,placeholder_pending_replacement,42
TBI0068,tbi_low,5,VID_TBI0068_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9748,7.7998,True,1.3462,2.5413,0.3319,5.4646,14.0844,22.192,28.4598,56.6363,0.2,0.2866,0,False,placeholder_pending_replacement,42
TBI0068,tbi_low,6,VID_TBI0068_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,1.9394,True,2.9429,6.9011,0.0702,9.1901,27.3872,50.9252,56.877,99.3642,0.4312,1.3313,1,False,placeholder_pending_replacement,42
TBI0069,tbi_low,4,VID_TBI0069_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,0.5186,True,2.8144,6.4253,0.1176,10.0135,27.936,39.3757,81.0949,117.982,0.5604,1.4902,1,False,placeholder_pending_replacement,42
TBI0069,tbi_low,5,VID_TBI0069_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9874,2.2834,True,2.9486,6.3312,0.1277,8.9222,30.3476,42.0954,84.4285,119.7678,0.4089,1.4551,1,False,placeholder_pending_replacement,42
TBI0069,tbi_low,6,VID_TBI0069_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9728,2.9282,True,4.4507,9.2742,0.1315,17.1118,44.6101,62.8182,122.5948,215.9234,1.7254,3.1222,3,False,placeholder_pending_replacement,42
TBI0070,tbi_low,4,VID_TBI0070_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9861,0.8451,True,1.7211,4.0265,0.1872,2.0714,15.9896,27.5802,9.7706,22.2303,0.2159,0.4788,0,False,placeholder_pending_replacement,42
TBI0070,tbi_low,5,VID_TBI0070_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9637,5.6701,True,1.3265,2.2115,0.2662,4.1573,18.5789,28.8915,35.5001,71.6467,0.0482,0.1731,0,False,placeholder_pending_replacement,42
TBI0070,tbi_low,6,VID_TBI0070_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9304,3.2953,True,1.618,3.2225,0.2559,2.744,9.5904,18.6332,33.7911,69.6058,0.2782,0.2776,0,False,placeholder_pending_replacement,42
TBI0071,tbi_low,4,VID_TBI0071_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,5.9679,True,1.1758,1.9331,0.2924,4.1157,12.0687,20.1484,38.8374,82.7331,0.0,0.184,0,False,placeholder_pending_replacement,42
TBI0071,tbi_low,5,VID_TBI0071_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9592,5.2226,True,1.4377,3.76,0.2161,6.5862,13.7109,18.1344,37.1561,77.0984,0.0,0.2667,0,False,placeholder_pending_replacement,42
TBI0071,tbi_low,6,VID_TBI0071_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9375,0.4394,True,2.1255,4.474,0.2298,6.6674,9.6523,17.0661,25.5008,54.9376,0.0,0.4271,0,False,placeholder_pending_replacement,42
TBI0072,tbi_low,4,VID_TBI0072_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9541,7.1966,True,3.0908,7.1475,0.0984,9.5705,32.3563,42.6479,61.491,88.0459,0.1695,1.3727,1,False,placeholder_pending_replacement,42
TBI0072,tbi_low,5,VID_TBI0072_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9135,5.6316,True,3.1495,7.0101,0.2183,8.9442,30.8599,43.6137,68.3902,140.2187,0.2677,1.2563,1,False,placeholder_pending_replacement,42
TBI0072,tbi_low,6,VID_TBI0072_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.935,6.5644,True,1.7376,3.301,0.15,3.9132,20.2496,32.5167,42.609,96.3753,0.0,0.3541,0,False,placeholder_pending_replacement,42
TBI0073,tbi_low,4,VID_TBI0073_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9602,2.6614,True,1.7876,3.6302,0.2949,3.0267,14.4101,23.0966,43.9235,69.6232,0.0,0.2111,0,False,placeholder_pending_replacement,42
TBI0073,tbi_low,5,VID_TBI0073_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9484,2.5223,True,1.4616,2.8978,0.2709,4.9863,14.0716,19.6066,29.6167,57.4863,0.0152,0.0948,0,False,placeholder_pending_replacement,42
TBI0073,tbi_low,6,VID_TBI0073_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9882,0.2474,True,2.0578,4.9987,0.2809,3.6521,16.155,24.8605,40.0584,75.111,0.0,0.2219,0,False,placeholder_pending_replacement,42
TBI0074,tbi_low,4,VID_TBI0074_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,0.6971,True,0.9464,1.8497,0.2954,7.3435,15.8673,23.7892,22.7632,41.9241,0.0651,0.4495,0,False,placeholder_pending_replacement,42
TBI0074,tbi_low,5,VID_TBI0074_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,2.9721,True,1.0969,2.08,0.3644,1.7096,12.9615,20.0044,42.1182,87.6748,0.0,0.4115,0,False,placeholder_pending_replacement,42
TBI0074,tbi_low,6,VID_TBI0074_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9658,2.2628,True,1.4804,4.0436,0.1897,1.8943,8.4929,11.3181,35.0347,67.6129,0.0,0.3369,0,False,placeholder_pending_replacement,42
TBI0075,tbi_low,4,VID_TBI0075_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,1.809,True,1.4034,3.4966,0.2544,6.2248,10.9873,21.1463,24.463,39.6794,0.2777,0.3604,0,False,placeholder_pending_replacement,42
TBI0075,tbi_low,5,VID_TBI0075_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9411,2.853,True,3.586,9.6034,0.1186,10.5184,24.1987,43.3041,63.7759,119.8498,0.4655,1.4808,1,False,placeholder_pending_replacement,42
TBI0075,tbi_low,6,VID_TBI0075_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9599,6.1846,True,3.4661,6.2107,0.1734,7.5262,31.7264,57.5045,69.9015,104.5058,0.2053,1.2995,1,False,placeholder_pending_replacement,42
TBI0076,tbi_low,4,VID_TBI0076_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9818,3.1215,True,3.3031,8.0692,0.188,10.2609,27.1713,50.4222,78.0466,136.3809,0.3625,1.4251,1,False,placeholder_pending_replacement,42
TBI0076,tbi_low,5,VID_TBI0076_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.968,0.0,True,1.5421,3.7916,0.2354,3.0001,17.0316,31.7529,28.6417,52.3942,0.0,0.1689,0,False,placeholder_pending_replacement,42
TBI0076,tbi_low,6,VID_TBI0076_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9838,5.1582,True,1.0103,2.6983,0.2045,2.5086,11.3511,21.2572,35.3154,63.943,0.055,0.3555,0,False,placeholder_pending_replacement,42
TBI0077,tbi_low,4,VID_TBI0077_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9618,1.3531,True,1.5415,3.2506,0.346,0.3155,11.1292,17.5019,32.0443,45.8591,0.0,0.345,0,False,placeholder_pending_replacement,42
TBI0077,tbi_low,5,VID_TBI0077_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9538,3.1566,True,1.4217,3.6009,0.2666,4.7613,8.7206,16.8916,19.176,34.4114,0.0983,0.2702,0,False,placeholder_pending_replacement,42
TBI0077,tbi_low,6,VID_TBI0077_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9806,1.4174,True,1.4644,3.6134,0.2989,4.2898,16.1595,25.3133,21.2455,37.089,0.0,0.1683,0,False,placeholder_pending_replacement,42
TBI0078,tbi_low,4,VID_TBI0078_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9825,4.016,True,1.4229,2.7647,0.2099,4.1009,13.4563,20.6778,29.4268,44.0001,0.0518,0.1453,0,False,placeholder_pending_replacement,42
TBI0078,tbi_low,5,VID_TBI0078_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9545,4.5859,True,1.0431,2.8998,0.3585,7.1773,5.881,11.333,31.22,63.4357,0.0,0.5275,0,False,placeholder_pending_replacement,42
TBI0078,tbi_low,6,VID_TBI0078_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9578,1.7754,True,4.7598,10.8341,0.0588,15.5707,40.3042,71.6074,122.9894,234.9752,1.6703,3.0997,3,False,placeholder_pending_replacement,42
TBI0079,tbi_low,4,VID_TBI0079_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9218,4.8199,True,1.3861,3.3752,0.2071,4.5978,7.0477,10.7268,40.8812,74.808,0.0,0.3109,0,False,placeholder_pending_replacement,42
TBI0079,tbi_low,5,VID_TBI0079_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,4.7443,True,2.8265,6.7065,0.157,8.9168,29.4667,52.8846,68.3691,151.4371,0.1565,1.2001,1,False,placeholder_pending_replacement,42
TBI0079,tbi_low,6,VID_TBI0079_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9469,2.9434,True,2.5566,5.8312,0.1009,7.109,26.1315,48.122,77.9553,134.505,0.2899,1.1561,1,False,placeholder_pending_replacement,42
TBI0080,tbi_low,4,VID_TBI0080_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9011,1.9216,True,3.0139,6.734,0.0848,12.0495,31.1774,59.9576,74.1848,134.2014,0.5375,1.6893,1,False,placeholder_pending_replacement,42
TBI0080,tbi_low,5,VID_TBI0080_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,7.7269,True,3.3945,7.9807,0.2149,8.9772,24.1221,33.0928,68.6433,141.7264,0.3518,1.2304,1,False,placeholder_pending_replacement,42
TBI0080,tbi_low,6,VID_TBI0080_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9691,2.5229,True,4.2503,8.7221,0.0755,12.7821,43.3076,80.8616,124.3618,254.6578,1.6895,2.8834,2,False,placeholder_pending_replacement,42
TBI0081,tbi_low,4,VID_TBI0081_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9546,2.0679,True,1.7265,3.4574,0.2433,4.8906,20.4145,29.896,18.9629,26.7229,0.0,0.3025,0,False,placeholder_pending_replacement,42
TBI0081,tbi_low,5,VID_TBI0081_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9684,5.439,True,1.3966,2.722,0.2613,3.8817,11.5079,22.9977,15.8153,26.6554,0.0,0.1867,0,False,placeholder_pending_replacement,42
TBI0081,tbi_low,6,VID_TBI0081_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,0.229,True,1.9582,4.8595,0.2835,5.8776,10.2748,20.5443,51.179,98.2994,0.1939,0.4463,0,False,placeholder_pending_replacement,42
TBI0082,tbi_low,4,VID_TBI0082_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.947,2.3428,True,1.8531,4.4991,0.256,2.6425,14.2283,22.0507,35.7652,52.2374,0.0,0.1814,0,False,placeholder_pending_replacement,42
TBI0082,tbi_low,5,VID_TBI0082_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9777,2.403,True,1.3819,3.0638,0.3045,4.0544,18.4747,34.1958,42.3271,84.3524,0.0515,0.2324,0,False,placeholder_pending_replacement,42
TBI0082,tbi_low,6,VID_TBI0082_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,1.5364,True,1.8293,4.3009,0.2934,6.2891,15.567,25.49,47.7171,103.157,0.1642,0.3876,0,False,placeholder_pending_replacement,42
TBI0083,tbi_low,4,VID_TBI0083_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9639,0.4984,True,4.2122,11.0865,0.1094,16.1285,43.7379,84.9763,112.4554,159.5673,1.6484,2.9436,2,False,placeholder_pending_replacement,42
TBI0083,tbi_low,5,VID_TBI0083_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9364,2.0077,True,2.775,7.4633,0.1746,10.5168,28.5582,49.9814,60.0468,108.7255,0.3316,1.251,1,False,placeholder_pending_replacement,42
TBI0083,tbi_low,6,VID_TBI0083_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9893,3.7568,True,3.286,6.9387,0.089,10.1818,27.3671,39.6298,68.4816,150.4593,0.6075,1.5629,1,False,placeholder_pending_replacement,42
TBI0084,tbi_low,4,VID_TBI0084_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9713,3.2493,True,3.1744,5.7808,0.1252,9.8049,28.2214,38.4948,70.4782,109.4172,0.4041,1.4341,2,False,placeholder_pending_replacement,42
TBI0084,tbi_low,5,VID_TBI0084_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.7518,18.3908,False,2.9032,5.3979,0.0933,10.6769,30.2944,55.0396,66.4536,144.197,0.3564,1.4586,0,False,placeholder_pending_replacement,42
TBI0084,tbi_low,6,VID_TBI0084_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9414,3.7244,True,4.3567,10.8851,0.1227,17.1666,44.1241,63.1287,132.702,304.3369,1.7037,3.161,2,False,placeholder_pending_replacement,42
TBI0085,tbi_low,4,VID_TBI0085_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9587,1.1716,True,3.2086,5.2816,0.1602,7.1007,29.3807,56.8325,63.8659,144.1777,0.2556,1.1797,1,False,placeholder_pending_replacement,42
TBI0085,tbi_low,5,VID_TBI0085_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9639,1.8345,True,1.4814,4.0538,0.2722,4.0926,14.4916,28.9831,27.2094,56.759,0.0,0.0588,0,False,placeholder_pending_replacement,42
TBI0085,tbi_low,6,VID_TBI0085_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9937,2.942,True,1.9599,4.7173,0.3074,5.7148,18.1632,28.2231,37.3839,53.0001,0.0,0.3266,0,False,placeholder_pending_replacement,42
TBI0086,tbi_low,4,VID_TBI0086_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9509,1.906,True,1.566,2.7168,0.279,2.6555,14.4425,18.8477,29.1119,63.9235,0.0,0.1133,0,False,placeholder_pending_replacement,42
TBI0086,tbi_low,5,VID_TBI0086_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9627,0.0816,True,1.5721,2.5683,0.2505,5.4177,13.5151,17.7412,37.5706,65.0075,0.0525,0.1654,0,False,placeholder_pending_replacement,42
TBI0086,tbi_low,6,VID_TBI0086_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.932,2.2981,True,0.7747,2.0737,0.2808,5.0527,11.265,22.4168,28.2342,59.3129,0.1678,0.3568,0,False,placeholder_pending_replacement,42
TBI0087,tbi_low,4,VID_TBI0087_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.7216,15.5673,False,2.7382,5.6065,0.1251,10.4159,28.6333,37.8431,81.9794,182.2797,0.5314,1.495,1,False,placeholder_pending_replacement,42
TBI0087,tbi_low,5,VID_TBI0087_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9695,0.0,True,1.6043,3.2752,0.2869,3.1779,12.1077,21.1007,41.7952,77.7613,0.1217,0.2076,0,False,placeholder_pending_replacement,42
TBI0087,tbi_low,6,VID_TBI0087_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9457,4.9341,True,4.0947,7.3378,0.0675,15.2996,41.8206,69.8307,103.2963,195.9832,1.6218,2.8276,2,False,placeholder_pending_replacement,42
TBI0088,tbi_low,4,VID_TBI0088_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9406,1.9291,True,1.9847,4.219,0.289,4.589,23.3501,35.8208,34.6004,55.943,0.0,0.3172,0,False,placeholder_pending_replacement,42
TBI0088,tbi_low,5,VID_TBI0088_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.995,4.0197,True,1.3793,3.1428,0.2336,3.54,12.5233,19.3612,20.335,45.7102,0.0,0.1984,0,False,placeholder_pending_replacement,42
TBI0088,tbi_low,6,VID_TBI0088_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9325,2.7697,True,1.2182,2.9623,0.3589,2.7559,17.4383,33.0043,32.9474,62.1565,0.0,0.3071,1,False,placeholder_pending_replacement,42
TBI0089,tbi_low,4,VID_TBI0089_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9907,0.0,True,3.1422,7.2071,0.0926,9.0059,28.9255,44.033,58.5043,95.2308,0.3197,1.3341,1,False,placeholder_pending_replacement,42
TBI0089,tbi_low,5,VID_TBI0089_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9658,3.3077,True,3.8218,9.3397,0.0691,14.9143,45.8996,77.2444,113.6041,244.906,1.5727,2.8604,2,False,placeholder_pending_replacement,42
TBI0089,tbi_low,6,VID_TBI0089_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9711,3.9073,True,4.04,11.062,0.0571,15.6919,43.6415,65.085,103.085,147.0475,1.6306,2.8825,3,False,placeholder_pending_replacement,42
TBI0090,tbi_low,4,VID_TBI0090_4dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.993,2.5668,True,1.3921,3.8725,0.3164,5.9214,11.8976,16.6411,26.2159,46.3979,0.0,0.2644,0,False,placeholder_pending_replacement,42
TBI0090,tbi_low,5,VID_TBI0090_5dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9358,1.2849,True,2.477,6.0079,0.1498,5.7909,27.3195,45.3385,78.8339,152.7449,0.4496,1.0864,1,False,placeholder_pending_replacement,42
TBI0090,tbi_low,6,VID_TBI0090_6dpf,dlc_resnet50_placeholder,head|midline_1|midline_2|midline_3|midline_4|tail_tip,0.9,0.9627,0.3605,True,1.1455,1.8917,0.281,3.9221,17.6877,30.8808,27.6763,42.4838,0.0,0.1889,0,False,placeholder_pending_replacement,42
